"","genes","logFC","logCPM","PValue","FDR"
"Capg","Capg",-0.107313401401639,7.97382351380666,0.862703528889583,1
"Slc35c1","Slc35c1",-0.0913531837914699,6.17702594825455,0.862799788161674,1
"Keap1","Keap1",0.0874275346822224,5.61514945656826,0.862834559202488,1
"Ube2e3","Ube2e3",-0.0904812945572374,5.53502881044412,0.862942955035712,1
"Samd14","Samd14",0.120847820576015,3.18873753215435,0.862959638901364,1
"Sufu","Sufu",-0.0881807144742971,4.76936573291127,0.863038726758378,1
"Slc25a24","Slc25a24",-0.0957713595142758,6.74864211425244,0.863069382007155,1
"Ybx1","Ybx1",-0.097124420648589,9.563623908211,0.863077942120669,1
"Ube2e1","Ube2e1",-0.0931761296583982,4.05903097974754,0.86335766675619,1
"Wdr45","Wdr45",-0.0969833844173225,5.91934740662753,0.863364781875184,1
"Oxr1","Oxr1",-0.0911359499776036,5.81828147640893,0.863411106514113,1
"Dennd4b","Dennd4b",0.116013065244006,6.00172909330291,0.863463514362235,1
"Gabpa","Gabpa",0.0870655725739521,5.42766341048469,0.863468346529913,1
"Gm1966","Gm1966",0.116878507729231,4.65059407757066,0.8634985919212,1
"Tmsb4x","Tmsb4x",0.102385472222104,11.6405641704954,0.863541133386806,1
"Psat1","Psat1",0.0957742042188424,5.96257220418411,0.86376499394862,1
"Mios","Mios",-0.0977950104263954,3.86473845513104,0.863839624778637,1
"Fchsd2","Fchsd2",0.0885995631470576,5.08862500967191,0.863849621907475,1
"Aldh16a1","Aldh16a1",-0.086498979917604,5.46811011791135,0.864023594719383,1
"Ngrn","Ngrn",-0.0952969075773835,3.73557048699287,0.864123795707271,1
"Psmd8","Psmd8",-0.0942813920184999,7.94282660887133,0.864136708897088,1
"Pacrgl","Pacrgl",-0.106736739821054,2.25924838157731,0.864208462400644,1
"Anapc16","Anapc16",0.0877375651490118,4.92769383513738,0.864242822350992,1
"Kptn","Kptn",0.0961853916919127,3.62071009487635,0.864334713175949,1
"Gt(ROSA)26Sor","Gt(ROSA)26Sor",-0.100070552376739,2.78421058303432,0.864369649912552,1
"Rbbp9","Rbbp9",-0.115962185695678,3.86256101419376,0.864446178144961,1
"Nop9","Nop9",0.0868589731802222,5.005923626133,0.86445631470084,1
"Yars","Yars",-0.0868738383447737,5.01400185990829,0.864591871791163,1
"Zfp934","Zfp934",-0.132255002359045,1.53393614762808,0.864670973040441,1
"Fkbp1a","Fkbp1a",-0.0967987000155904,8.17916599644846,0.86480460056722,1
"Eif3b","Eif3b",-0.0962987651791495,8.20899598825692,0.864920378249414,1
"Epc1","Epc1",0.0871669622399897,5.96375687935573,0.864929746131996,1
"Pcnx4","Pcnx4",-0.10458520099394,3.35055321697696,0.864952411768994,1
"Mast2","Mast2",-0.0876085850892356,6.49120376870147,0.864957415931991,1
"2310061I04Rik","2310061I04Rik",0.0882909523587116,5.01383417342552,0.864981256626462,1
"Phf3","Phf3",-0.0864756041458322,6.32351240333394,0.86498154927172,1
"Mrpl12","Mrpl12",0.0864127308680867,5.20270998222301,0.865052904902542,1
"Ccrl2","Ccrl2",0.122042643978807,8.63300400939162,0.865127668311064,1
"Dnajb11","Dnajb11",-0.0932581137929496,6.73100072343899,0.865145416868076,1
"Ube4b","Ube4b",-0.0876298598037186,6.24260973947093,0.865155652106993,1
"Bclaf1","Bclaf1",0.0873096680747605,6.54994985368185,0.8652670838018,1
"Isca2","Isca2",0.0883082737907059,4.21915425659309,0.865284139707104,1
"Mmaa","Mmaa",-0.101843612294548,3.03754880933595,0.865412758285003,1
"Inafm2","Inafm2",0.091152900526298,4.67069181989285,0.865429993162749,1
"Crls1","Crls1",-0.0940294256421683,4.29499043377945,0.865497360792541,1
"Gm5617","Gm5617",-0.103874335203327,1.88529682363055,0.865519776320215,1
"Ankfy1","Ankfy1",-0.0870763310511518,6.28370792960455,0.865522830532334,1
"Azi2","Azi2",0.0860235968406812,5.61458983957082,0.865526079269755,1
"Pes1","Pes1",0.0864701877915564,6.12968156748551,0.86557045578549,1
"Mrpl18","Mrpl18",0.0868002973348825,4.77663630846417,0.86557313989874,1
"Chtf8","Chtf8",0.0917258689435651,6.8202469672197,0.865607993811724,1
"1700010I14Rik","1700010I14Rik",0.122952560601207,0.602468872994586,0.865759054884364,1
"Pex26","Pex26",-0.117485920306731,4.04046531870315,0.865782863768744,1
"Hif1an","Hif1an",-0.0880770737818849,4.98248657928761,0.865791541594664,1
"Lcmt2","Lcmt2",-0.0929582933268945,2.93132759269618,0.865888525313622,1
"Rhob","Rhob",-0.111194753112284,9.3326230187994,0.865899536860772,1
"Med17","Med17",-0.0879444708473186,4.56597620761171,0.865950666926474,1
"Rdm1","Rdm1",0.0929086969224289,3.5319297657639,0.866025562871424,1
"Smarca4","Smarca4",0.0918097579106142,7.5540553080749,0.86605603517019,1
"Ifit1bl1","Ifit1bl1",0.107634852649894,1.83866032057603,0.866157192646248,1
"Bod1l","Bod1l",0.086143175689458,5.80358289060038,0.866237466351447,1
"Ube2n","Ube2n",-0.0853219220377433,6.17203353769586,0.866435279681014,1
"Plgrkt","Plgrkt",0.0909165745507666,5.37659187048555,0.866470026999367,1
"Trmt44","Trmt44",-0.109528613097853,2.14309497958083,0.866612516979515,1
"Isoc2a","Isoc2a",-0.105108487829204,4.05962869143176,0.866622233539019,1
"Cpox","Cpox",-0.0888225477840768,4.90050557670137,0.866694140546069,1
"Pus10","Pus10",-0.0882775838820284,4.07498587307792,0.866711126566663,1
"Vcan","Vcan",0.101608017738333,3.77342966249118,0.866907656493421,1
"Zfp358","Zfp358",-0.0944312104002252,4.63681469092692,0.866919350362722,1
"Gmfb","Gmfb",-0.0860234645046183,6.05116933179726,0.867093767176313,1
"Sumo1","Sumo1",0.0864695992794534,5.68238614550182,0.867096932195014,1
"Wbp1","Wbp1",0.0867608646195936,5.93071573917302,0.867125490760653,1
"Mllt11","Mllt11",0.0965407325073731,3.38973927664123,0.867291938313676,1
"Rnf14","Rnf14",-0.0853335130204669,5.48385870821334,0.86739283460659,1
"Rpp21","Rpp21",-0.0865222015431295,5.06485579939923,0.867510273647657,1
"Btbd1","Btbd1",-0.0860871806537429,5.85621365982538,0.867661664055153,1
"Ccdc97","Ccdc97",-0.0862695253678702,5.82820468437045,0.86773576491326,1
"Rlf","Rlf",-0.0846664198940033,5.279515960089,0.867784157824203,1
"Bdp1","Bdp1",-0.0836525004063738,5.19229083316195,0.867865764249046,1
"Rabggta","Rabggta",-0.0865791703689445,5.43205080486179,0.867875659512989,1
"Prpf4b","Prpf4b",0.0853874418951277,6.13320698209444,0.867884497213566,1
"Asb3","Asb3",0.0927365263725164,3.23323329428054,0.867920726857006,1
"Trim34a","Trim34a",0.0932826425322092,3.62037813542522,0.867930848160462,1
"Rnf145","Rnf145",-0.0856522338909997,6.07861293856062,0.868018355181038,1
"Pebp1","Pebp1",-0.0906607039836785,6.52155833467406,0.868020541775345,1
"Mtif2","Mtif2",0.0914881902120991,3.92672340379696,0.868028675505541,1
"Mplkip","Mplkip",0.0928082304340132,3.78141150389155,0.868064951855793,1
"Timm13","Timm13",-0.0838012955499281,5.22614219158194,0.868065372488804,1
"Zbtb48","Zbtb48",-0.0881533824098563,3.81154062265967,0.868083271907466,1
"Trim13","Trim13",-0.0956830762726115,3.44848365356776,0.868087858751833,1
"Unk","Unk",0.0851868142615554,4.77033707993654,0.868109160814711,1
"Ctse","Ctse",0.12827055705285,8.73870925934223,0.868181536313363,1
"Map3k7","Map3k7",0.0843195122097501,5.61962583690859,0.868192087770015,1
"Fkbpl","Fkbpl",-0.123863767854031,2.06244205058321,0.868324615204947,1
"Dclre1c","Dclre1c",-0.104044378275132,4.86332003829333,0.868329865793846,1
"Kbtbd7","Kbtbd7",-0.0949913199187481,3.33615784112397,0.86835619703814,1
"Plpp6","Plpp6",0.0936766280295669,4.23800991560015,0.86850458005218,1
"Ppm1d","Ppm1d",0.0863541255149647,4.91196959398315,0.868760870966263,1
"Nepro","Nepro",0.0879256650744329,3.94980782886588,0.868770911707978,1
"Brd2","Brd2",0.0921923660028789,9.28515652855133,0.868932585549778,1
"Ttll3","Ttll3",0.0997377615941576,3.75981326388005,0.868977002375592,1
"Polr2j","Polr2j",0.0863257874980577,4.9235056804041,0.869111224703195,1
"9330133O14Rik","9330133O14Rik",-0.10007738137018,3.0456360231099,0.869117309878242,1
"Tbcb","Tbcb",-0.0855882156731379,5.30382765348314,0.869130086420931,1
"Zfp598","Zfp598",0.0915013382291472,7.34424189902882,0.869172314955935,1
"Cggbp1","Cggbp1",-0.0840107802773035,6.42135311235787,0.869250213009116,1
"Abcd4","Abcd4",-0.0848934068311415,4.38262375097608,0.869255857919044,1
"Pex13","Pex13",-0.0871266877699671,4.59306675078098,0.869260442222823,1
"Kcna3","Kcna3",0.118619253014631,4.73191226662758,0.869266827001152,1
"Ubald1","Ubald1",0.083847332282432,6.35535807024801,0.86932651680522,1
"Rce1","Rce1",0.0847111663345576,5.07462702003177,0.869344290317674,1
"Eloc","Eloc",-0.0840284908071246,5.52765703312266,0.869378359103522,1
"Mad2l2","Mad2l2",0.0864599167394994,4.40051538980396,0.869507956791165,1
"H2-Oa","H2-Oa",0.115731776541453,2.78244713345708,0.869662756343008,1
"Zfp280d","Zfp280d",-0.0849951836205445,4.1682462737829,0.869671025652095,1
"Wdr61","Wdr61",-0.0838778279380813,4.43692748301418,0.869756504417911,1
"Tti2","Tti2",0.102019472227858,3.38441919704822,0.869798715241107,1
"Fmr1","Fmr1",-0.0839668386044077,5.28122064592561,0.870005471584191,1
"Wdr45b","Wdr45b",-0.0848891578928117,5.65093007023023,0.87005174602207,1
"Dnaja2","Dnaja2",0.0895606869007541,7.33767699357403,0.870108351953489,1
"Mapkapk5","Mapkapk5",0.0825123114331454,5.6159523218514,0.870128173071626,1
"Zcchc10","Zcchc10",-0.0956841105824703,2.49769154326341,0.870344576162913,1
"Gtpbp3","Gtpbp3",0.0950970853579111,4.35798676104747,0.870581655464983,1
"Piezo1","Piezo1",0.0887610613504167,7.38503045189968,0.870673676979968,1
"Cd164","Cd164",-0.094624260068993,8.61196449080183,0.870684219727125,1
"Ncln","Ncln",-0.0896277016843965,7.02876143507659,0.870770689512995,1
"Setd5","Setd5",-0.0891933002007505,6.91648362269933,0.870823180497064,1
"Tagap1","Tagap1",0.0885737134764168,4.63382712734523,0.870908148139149,1
"Traf6","Traf6",-0.0919386644684818,5.92555709175613,0.871079981171395,1
"Strn","Strn",-0.0828884267746748,5.34009353400876,0.871124819318951,1
"Fam118a","Fam118a",0.100568799734403,2.35012241143885,0.871176454414994,1
"Sdr42e1","Sdr42e1",-0.107268104576649,2.82906867599316,0.871183913617198,1
"Atp5g3","Atp5g3",0.0872660286941371,6.94094115700892,0.871217699371191,1
"Wdr83os","Wdr83os",-0.0819487435062376,5.69623000820844,0.871638122278242,1
"Rtf2","Rtf2",-0.0888562056192434,6.24193013921194,0.871643077080506,1
"Psmg4","Psmg4",-0.0930046067341868,3.17381783784621,0.871691033020485,1
"Tnpo1","Tnpo1",-0.0821717837462403,6.23044308591572,0.871715868857394,1
"Slc2a6","Slc2a6",0.11168628780722,5.10629695601518,0.871747646567537,1
"Cdc34","Cdc34",0.0828557509186221,5.87763737078431,0.871751980301894,1
"Rrp1b","Rrp1b",-0.0830343065709939,4.77247281566562,0.871822561349886,1
"Mrpl10","Mrpl10",0.081894906885414,5.35321967431679,0.872031018584937,1
"Atpaf2","Atpaf2",0.0836755834574605,4.5444448565153,0.872090068949537,1
"Igf1r","Igf1r",-0.0840325959489795,4.64162979489967,0.872090974370496,1
"Ube2j1","Ube2j1",0.0934097683549365,7.13194927999511,0.8722129649994,1
"Fcsk","Fcsk",-0.107014251807662,4.39463858432204,0.872300618042857,1
"Tmem115","Tmem115",-0.0811909609531752,5.18694258348188,0.872553941659226,1
"Gpi1","Gpi1",0.0905240729176907,9.63869661607204,0.872560635601369,1
"Chchd6","Chchd6",-0.104353140728755,2.36258475215177,0.872615604735054,1
"Alms1","Alms1",0.0977131483686901,3.65702479648786,0.872630818907935,1
"Smdt1","Smdt1",-0.0822482028865727,6.04901655560569,0.872707378627647,1
"Tspan2","Tspan2",-0.097600995552776,5.83395437836136,0.87273595446548,1
"Uap1","Uap1",-0.0856353481589662,6.51960639397835,0.87295571102352,1
"Srp9","Srp9",-0.0821144737179559,5.424407684173,0.872985637136178,1
"Dglucy","Dglucy",0.093472278374388,4.3622215953093,0.873019686188525,1
"Plagl2","Plagl2",0.0809600911336099,5.38607359143545,0.87310101344203,1
"Higd1a","Higd1a",0.0852619542743178,4.8589167889725,0.873185398984952,1
"Auh","Auh",-0.0853157629899368,4.37069552260834,0.873207463123854,1
"Zfp398","Zfp398",0.0919382987937995,2.78053974626412,0.873211051180005,1
"Syap1","Syap1",-0.0848105089683513,6.01748081691719,0.873294756134277,1
"Ubox5","Ubox5",-0.0903960836767518,2.5218430703738,0.873381845141902,1
"Rpusd1","Rpusd1",-0.0878733225618403,3.72222294816308,0.873390034210607,1
"Fbxo38","Fbxo38",-0.080483058075791,5.55806067053148,0.873460336310108,1
"Cse1l","Cse1l",0.081485904720972,6.06254479273311,0.873463122750886,1
"Pi4kb","Pi4kb",-0.082063649419553,5.94896630740089,0.873549151870509,1
"Mettl6","Mettl6",0.0855737506603745,3.59487940435824,0.873675862053104,1
"Luc7l","Luc7l",-0.0808104360980079,5.80483175422435,0.873696262998511,1
"Scfd2","Scfd2",0.0848099147896635,3.73861369573499,0.873996944406455,1
"Ide","Ide",0.0817280185283174,6.44278670442855,0.874001011569669,1
"R3hdm4","R3hdm4",-0.0910537321190094,7.48011871895892,0.874052379386222,1
"Zbtb41","Zbtb41",-0.0844923280329057,3.7824512012181,0.874102562251099,1
"Far2","Far2",-0.140823331414955,0.689787407671348,0.874176348790268,1
"Rabgap1l","Rabgap1l",0.0827477232054543,6.14694261058432,0.874303572848301,1
"Mbd3","Mbd3",-0.0812366170203268,6.43997712548842,0.874406774135748,1
"Erbin","Erbin",-0.0863245027411934,7.29159567398785,0.874419034906346,1
"Alg3","Alg3",-0.0807818967495637,4.4596556683963,0.874538067706469,1
"Srsf5","Srsf5",0.0890595232997487,8.0081877036945,0.874571970529429,1
"Trmu","Trmu",0.0959594580126267,2.65646013938197,0.874592387383921,1
"Rhof","Rhof",0.0905095395433763,6.71469011324006,0.874650041917239,1
"Ppat","Ppat",-0.0880273179782788,4.89503919067041,0.874798395772725,1
"Uba2","Uba2",0.0813147253517572,6.3809030317604,0.874829186464817,1
"Phkg2","Phkg2",0.0841277167512283,4.31804414484863,0.874890179359438,1
"Elp1","Elp1",0.0844187694331942,4.44588160847174,0.87489732108583,1
"Nolc1","Nolc1",0.0807565472824237,5.95539488783468,0.874934937133853,1
"Dtymk","Dtymk",0.0850193828812043,4.39166606925958,0.874936762620904,1
"Szrd1","Szrd1",-0.0852725642609951,6.92262272627497,0.874957796977802,1
"Timm9","Timm9",-0.0870367137680001,2.91217260552997,0.874993248869966,1
"Fan1","Fan1",0.104686490619928,2.48640732300658,0.875060956132189,1
"Ephb4","Ephb4",-0.120339045946137,5.39798653734928,0.875379311054104,1
"Prkd3","Prkd3",0.0797520467025955,6.16762926928749,0.875409942004887,1
"Zmynd8","Zmynd8",0.0802776975790559,6.16178319313692,0.875600391913207,1
"Mrps35","Mrps35",-0.0844429635360119,4.04354264655928,0.875739233970063,1
"Ttc8","Ttc8",-0.103398710077094,2.58289727184788,0.87574553546688,1
"Slc38a9","Slc38a9",-0.0998289234980037,4.06488616200998,0.875814666244185,1
"Stn1","Stn1",0.0819700147545387,4.613062015161,0.875888171111818,1
"Ahsa1","Ahsa1",0.0796384211774727,6.29387223451348,0.87589545910402,1
"Prag1","Prag1",0.0913927276111028,5.46909167745427,0.875898044891759,1
"Gtf3c2","Gtf3c2",0.0817299969461667,6.70578554576683,0.876158025149657,1
"Tarbp2","Tarbp2",0.0854279893865844,4.42505635169649,0.876216239585833,1
"1500015A07Rik","1500015A07Rik",0.104543081542682,1.48427872777734,0.876278415697935,1
"Mfsd8","Mfsd8",0.0851625252727987,2.84165729492586,0.876281957720106,1
"Bub3","Bub3",0.0795512953977446,6.11427957171888,0.876387900951341,1
"Nr3c1","Nr3c1",0.0812407221777965,6.5981885293573,0.876479372666357,1
"Vhl","Vhl",-0.0833925120066056,4.19783617331965,0.876710246462634,1
"Fmnl3","Fmnl3",0.0804693098992989,6.53309208057209,0.876724360997836,1
"Tmed9","Tmed9",-0.0833777174046677,6.88079168503182,0.876864247108326,1
"Atmin","Atmin",-0.0793159678759167,5.42725132823112,0.876887944622503,1
"Cops7b","Cops7b",0.0821940857270825,4.09821554059369,0.87712367273519,1
"Ube2g2","Ube2g2",-0.0807262278416386,5.95178406501762,0.877250473620128,1
"Kifc3","Kifc3",-0.108033790965246,6.36228470296892,0.877276985892042,1
"Bag1","Bag1",-0.0829701213577422,6.95903854777709,0.877284951596533,1
"Rybp","Rybp",0.0792129458963363,5.50482055066966,0.877423781898534,1
"Dhx15","Dhx15",0.0843655569529499,7.50065439753721,0.877442202492458,1
"B3gntl1","B3gntl1",0.0887227292522351,2.87756775616054,0.877452695879629,1
"Ykt6","Ykt6",0.0790776052085381,5.89128247161679,0.877582539342389,1
"Unc45a","Unc45a",-0.0850281312383646,6.97882880597967,0.877682296001149,1
"Rab24","Rab24",-0.077782177223029,5.42468920970883,0.87790924889662,1
"Mon1a","Mon1a",0.0803206298331627,5.21559937747528,0.877916732126575,1
"Nacc1","Nacc1",-0.0859175530322044,7.46025585511546,0.878016011129095,1
"Cdk5rap3","Cdk5rap3",0.0771946544627133,5.36735690213019,0.878087571222975,1
"Nf2","Nf2",0.0784061070488617,5.85880090221053,0.878134146466169,1
"Rsrc2","Rsrc2",0.0795844338014425,6.48416560105798,0.878242746584344,1
"Amigo1","Amigo1",0.0921844006606621,2.69064964822687,0.878263903637424,1
"Glud1","Glud1",0.0850248295998823,8.48921421668492,0.878266138856638,1
"Dad1","Dad1",-0.0837898703183169,7.34988483765359,0.878269439437823,1
"Ube2d1","Ube2d1",-0.0787252587575046,4.82479585141219,0.878291940266225,1
"Brd3","Brd3",0.0871192673980845,5.68420246516803,0.878307332725483,1
"Pik3r1","Pik3r1",-0.0924852419764108,6.70630831377275,0.87838622384415,1
"Cfap36","Cfap36",-0.0810583218862157,3.99979659486241,0.878391372941105,1
"Cdv3","Cdv3",0.0815527307941957,6.77755367603163,0.878408481292132,1
"Mkks","Mkks",-0.0852948748822679,3.79080058151496,0.878610371664643,1
"Papss2","Papss2",-0.113984697497406,4.77785818043112,0.878684260526543,1
"Kmt2c","Kmt2c",0.0788741173766502,6.26272861301627,0.878791684548211,1
"Ccdc93","Ccdc93",-0.0793514909936187,4.62710810516536,0.878844024482417,1
"Arfgap1","Arfgap1",0.0830279652385168,5.37376653504805,0.878860016628252,1
"Psen1","Psen1",0.0840863195872772,6.696809229953,0.878929305938258,1
"Fam13b","Fam13b",0.0773409121151822,5.11920797380528,0.878970708926814,1
"Zfp949","Zfp949",0.0921672652692047,2.68956825775401,0.878993416084768,1
"Marchf2","Marchf2",-0.0815107343022436,5.5780706454545,0.879335131555097,1
"Arl4c","Arl4c",0.0847829604409137,7.86334794320268,0.879423554530169,1
"Tcim","Tcim",-0.107714394113434,6.21705380664898,0.879457127724114,1
"Ppp1cb","Ppp1cb",-0.0823122815184905,7.27099180745607,0.879687217961506,1
"Rfesd","Rfesd",-0.103557450649562,2.04809517715743,0.879700381770889,1
"Psmd4","Psmd4",0.0792469214181693,6.72821046590511,0.879768105403895,1
"Rab2b","Rab2b",-0.087550074898457,3.35132256941505,0.879839371870902,1
"Aggf1","Aggf1",-0.0769971248888478,4.97948891586946,0.87993250814723,1
"Thtpa","Thtpa",-0.0913582510066308,3.92471220674191,0.880000169624773,1
"Actr2","Actr2",0.0892736904595174,8.32022621407446,0.880025056444721,1
"Gtf2f1","Gtf2f1",0.0782888440747907,5.94716799697161,0.880050947203125,1
"Ptpn13","Ptpn13",-0.0922219650054175,6.4343080123622,0.880063138241547,1
"Fam214a","Fam214a",-0.0765767837761957,4.57672325107519,0.880165951916696,1
"Rnmt","Rnmt",0.0834367047087976,4.09633245588422,0.880207638446883,1
"Wdr44","Wdr44",0.083478996834759,3.92877947434436,0.880213124536523,1
"Cdc26","Cdc26",-0.078626467349685,4.07925000543854,0.880640742281727,1
"Zfp672","Zfp672",0.080773603694477,3.62424335530252,0.880762303231815,1
"Dph7","Dph7",0.0886012976363003,2.96713756266313,0.880960562731308,1
"Rnf20","Rnf20",0.0759871658734979,5.94075240040494,0.881335552660315,1
"Rad23b","Rad23b",-0.0815165103639843,7.46545933323708,0.88137348091539,1
"Mrnip","Mrnip",-0.0915767817387523,2.56295192517562,0.88153402832972,1
"Ero1lb","Ero1lb",0.0901568743928452,4.98024591065363,0.881537855447781,1
"Rnf157","Rnf157",0.10756049178115,3.44668789040057,0.881593517544796,1
"Heatr3","Heatr3",-0.0793412625177959,4.33024321437636,0.881629014373137,1
"Ssr2","Ssr2",-0.0846024773613391,7.36410784363402,0.881673528972403,1
"Ugdh","Ugdh",-0.0906171297208354,6.57131542902485,0.881702084199719,1
"Ago3","Ago3",-0.089345427069629,3.67109856311527,0.881734255812711,1
"Nlgn2","Nlgn2",0.0991528384503974,5.42254696350675,0.881740303109206,1
"Spata6","Spata6",0.0750397294542673,5.1648847319184,0.881791619543182,1
"Rbmxl1","Rbmxl1",0.0777619427919905,4.7233590403943,0.881952123877384,1
"Maf","Maf",-0.0991420390621481,3.92956206786773,0.881975328133714,1
"Npc1","Npc1",-0.0852828767854316,7.08927641096765,0.881980912199381,1
"Fam160b2","Fam160b2",0.0755325304091434,5.01569778506869,0.882032925633256,1
"Bms1","Bms1",0.0760027038773773,5.71305006751509,0.882036462676017,1
"Thoc1","Thoc1",0.0769859910978273,4.66802235556809,0.882150744154121,1
"Ascc1","Ascc1",0.0752703462730043,4.75144468135764,0.882270138832464,1
"Gatad2b","Gatad2b",-0.0753889226369856,6.11442521853689,0.882344767673793,1
"Gm4285","Gm4285",0.100984561699373,1.86594663804251,0.882416733356902,1
"Psma3","Psma3",-0.0777612196542792,6.4428942433179,0.8824518820731,1
"Mcmbp","Mcmbp",0.0759082010145505,6.25229238018145,0.882523408156912,1
"Mrpl48","Mrpl48",-0.0762157889626783,4.43389304522439,0.882630586067857,1
"Mrtfa","Mrtfa",-0.080428674139206,7.10040591272835,0.88263606251192,1
"Sec24a","Sec24a",0.0758539436428634,5.40837371334421,0.882745563708898,1
"Tcp1","Tcp1",0.0801979079953488,7.34274520422519,0.882749966003449,1
"Acp1","Acp1",0.0793626378800674,5.29133826726148,0.882811412303125,1
"Bbs4","Bbs4",-0.100225851346664,2.28363839182741,0.882902605758107,1
"Bcas2","Bcas2",0.0741411767078145,5.32575662402523,0.883083964278473,1
"Dvl3","Dvl3",0.0784153946535283,5.64710263993778,0.883135289707861,1
"Sirt2","Sirt2",-0.0821382928703494,6.64733792765446,0.883168992847791,1
"Lrif1","Lrif1",-0.0775704252281577,3.99735461205763,0.883218520570164,1
"Rab22a","Rab22a",-0.0763309177655202,5.05646094478124,0.883406918478388,1
"Mapk1ip1l","Mapk1ip1l",0.074741561730872,6.29265867649098,0.8838330863191,1
"Eif4ebp3","Eif4ebp3",0.0807965326661793,3.86602196931151,0.883854399114419,1
"Zxda","Zxda",-0.0984534679019406,1.58326459579621,0.884149807815987,1
"Ccdc61","Ccdc61",0.0829555773934649,3.80950352269379,0.884189622441793,1
"Chmp7","Chmp7",0.0769869374627164,5.1984861556386,0.884325509902751,1
"Ttc38","Ttc38",-0.0753161294341163,4.67387612798013,0.884341949011296,1
"Mettl5","Mettl5",0.0863939659797339,2.81215449018375,0.884413204902944,1
"Rabgap1","Rabgap1",-0.0855110953459747,5.56045137393556,0.884468183874758,1
"Tmem221","Tmem221",0.0813464095833863,2.71250118551082,0.884473002363869,1
"Nptn","Nptn",0.0830144770938643,7.30131504857114,0.884479382872176,1
"Safb2","Safb2",0.0752258789345078,6.37412375132713,0.884668195278142,1
"Cops5","Cops5",0.0744742107352709,5.49755874158016,0.88467309678403,1
"Pigt","Pigt",0.0781506442637853,6.89018502644947,0.884779353162516,1
"Tbc1d10b","Tbc1d10b",-0.0769673135947671,6.09119591424752,0.884922944115068,1
"Rab5if","Rab5if",-0.0747047176569841,6.54886818506008,0.885047755242748,1
"Fam162a","Fam162a",-0.0819771338533,5.19154297234245,0.885056167691366,1
"Aldh3a2","Aldh3a2",-0.0813033632453362,6.62701187173021,0.885148156022034,1
"Mrps33","Mrps33",-0.0845219974856471,2.82082557967577,0.885395186499342,1
"Rab21","Rab21",0.0759546215356477,5.9106973870455,0.885460477764637,1
"Slc39a9","Slc39a9",-0.0773653943622237,5.69539976792341,0.885478643158722,1
"Men1","Men1",0.0727077677808157,5.63075794490681,0.885636183289285,1
"Tspan7","Tspan7",-0.0955493376252376,5.38007888346096,0.885690332215538,1
"Fastkd3","Fastkd3",-0.0785199722178236,3.09813734162007,0.885706685706358,1
"Adck1","Adck1",-0.0863399598376954,3.76188501695957,0.885914545128065,1
"Taf12","Taf12",0.0752861322990644,4.64463713231459,0.886064591439296,1
"Lrrc14","Lrrc14",-0.0863892075239841,3.21208679630262,0.886192193824907,1
"Pgrmc1","Pgrmc1",0.07679293505549,6.4039233823183,0.886231850679155,1
"Cep19","Cep19",-0.0811230031553664,3.18439362171695,0.886305619701636,1
"Tubb2b","Tubb2b",0.0994848515936016,3.34663768275924,0.886363821752326,1
"Fbl","Fbl",0.073105399524566,5.76604308151304,0.886433754245412,1
"Brat1","Brat1",0.0780070166258266,4.19612223471101,0.886486014793074,1
"Rnf43","Rnf43",-0.0857276922415827,3.6563890797217,0.886499950402005,1
"Idh3g","Idh3g",0.0768164029839224,6.73100178252434,0.886526707015605,1
"Gatd3a","Gatd3a",-0.0726865798837808,4.74275943382718,0.886610003186506,1
"Adss","Adss",-0.0776449556215527,6.88369383187022,0.886787299086545,1
"Ccdc157","Ccdc157",-0.078706018609826,3.57314492801212,0.886793285883994,1
"Gsta4","Gsta4",-0.113901591026367,6.83093657988884,0.886824474516709,1
"Pfkm","Pfkm",0.0846475829703294,4.31634100930564,0.887073543815812,1
"Egln1","Egln1",0.0739078020027893,6.43578078412975,0.887145619089284,1
"Kbtbd2","Kbtbd2",-0.0716433279196192,5.60930256580781,0.887171156672819,1
"Brpf1","Brpf1",-0.0735113309176284,6.31450042760335,0.887260242297539,1
"Atp5k","Atp5k",0.0773640438011719,3.69446888703607,0.887281539313596,1
"Stk35","Stk35",-0.07142770043198,5.44635997820534,0.887285729296926,1
"Cryz","Cryz",-0.0890811394594029,3.69613778292155,0.887327525517635,1
"Spag7","Spag7",-0.0715573896059068,5.22894789857677,0.887395214145607,1
"Klhl24","Klhl24",-0.0723302201438759,5.94422113928595,0.88756765810946,1
"Nsmce2","Nsmce2",0.074095692266552,4.77925833752233,0.887758778271565,1
"Mrpl15","Mrpl15",0.0730894217346067,4.43770751590773,0.887778100755552,1
"Svbp","Svbp",-0.0861575955183519,3.6065543329678,0.887883869879052,1
"Naf1","Naf1",0.081577223308273,3.80793092882668,0.887897229527349,1
"Slc25a14","Slc25a14",0.0845906681994868,1.90363110319278,0.88799163821535,1
"Nisch","Nisch",0.0805810126496219,8.28780816918342,0.888010479919773,1
"Pcmtd2","Pcmtd2",0.0728940839803851,5.32490288176191,0.888255105179368,1
"Hsdl2","Hsdl2",-0.0771960308396565,4.76867931609436,0.888354362696837,1
"Fntb","Fntb",0.0791506754287471,4.19155856966109,0.888733871603174,1
"Zfp277","Zfp277",0.0730495462912416,4.70738683205159,0.888755082501699,1
"Htatsf1","Htatsf1",-0.0742380783067915,4.80352143237084,0.888828850215712,1
